Field_Name,Time_Stamp,CO2_ppm,Nitrate_ppm,pH,Temp_C,Moisture_pct,Microbial_Health_Score
Field-I,2025-12-15 10:11,432,3.0,5.6,23.4,35.2,2.2 (Very Poor)
Field-B,2025-11-30 18:11,492,22.3,7.6,25.6,32.3,6.4 (Fair)
Field-G,2025-12-03 18:57,1004,8.9,7.6,19.8,29.9,6.4 (Fair)
Field-D,2025-12-16 11:05,592,22.1,6.9,27.5,44.7,7.8 (Good)
Field-G,2025-12-02 11:49,450,20.5,5.7,21.8,39.6,5.0 (Fair)
Field-I,2025-11-27 19:02,776,19.0,6.5,27.3,43.6,7.9 (Good)
Field-J,2025-12-04 11:43,655,24.1,5.3,27.1,28.0,7.4 (Good)
Field-F,2025-11-20 15:46,609,13.8,7.7,27.7,26.9,4.9 (Fair)
Field-A,2025-12-02 08:05,1006,19.4,6.1,23.0,34.4,9.0 (Excellent)
Field-C,2025-11-30 17:15,836,8.4,5.6,23.1,32.8,5.2 (Fair)
Field-E,2025-12-15 05:18,772,16.8,5.4,27.2,50.4,5.9 (Fair)
Field-I,2025-12-14 06:55,593,14.1,5.5,23.1,44.4,4.4 (Poor)
Field-B,2025-12-10 03:44,625,14.1,5.9,20.7,40.0,4.6 (Fair)
Field-B,2025-11-27 13:21,443,15.0,7.1,22.0,46.1,5.0 (Fair)
Field-G,2025-12-17 22:37,768,20.9,6.1,18.9,48.4,8.2 (Good)
Field-G,2025-11-28 17:50,927,20.1,7.0,22.5,38.1,8.7 (Excellent)
Field-F,2025-11-30 08:57,593,14.5,7.7,24.7,27.3,5.2 (Fair)
Field-I,2025-11-24 01:19,1017,7.3,7.7,24.1,47.8,5.8 (Fair)
Field-E,2025-12-05 03:42,1120,19.9,5.1,20.5,51.0,8.7 (Excellent)
Field-B,2025-12-08 01:03,973,27.3,7.6,26.1,50.4,9.7 (Excellent)
Field-I,2025-12-14 21:39,466,18.6,5.1,21.7,39.0,4.7 (Fair)
Field-H,2025-12-04 01:21,629,14.4,7.0,25.8,25.2,6.0 (Fair)
Field-J,2025-12-19 01:05,656,11.1,7.2,23.0,26.1,5.5 (Fair)
Field-C,2025-11-29 17:19,429,15.7,5.2,19.4,35.2,4.3 (Poor)
Field-D,2025-12-07 17:12,372,22.2,7.7,24.5,46.8,5.4 (Fair)
Field-E,2025-12-16 20:50,811,27.6,5.4,23.7,33.3,9.0 (Excellent)
Field-B,2025-11-23 21:59,951,3.4,7.4,18.6,45.2,4.5 (Poor)
Field-I,2025-12-11 04:15,368,21.7,5.3,27.1,49.0,4.6 (Fair)
Field-I,2025-12-18 07:41,491,22.6,5.3,24.4,50.3,5.8 (Fair)
Field-G,2025-12-04 05:24,602,7.6,7.7,20.1,38.8,3.1 (Poor)
Field-C,2025-12-02 20:05,902,2.9,5.6,20.3,26.1,4.1 (Poor)
Field-D,2025-12-03 15:36,866,26.8,6.3,22.1,49.1,9.9 (Excellent)
Field-D,2025-12-03 17:49,789,24.0,5.9,22.0,27.6,7.5 (Good)
Field-G,2025-12-05 11:10,912,9.5,6.0,25.3,45.3,6.5 (Fair)
Field-C,2025-11-29 21:50,477,26.1,6.2,24.4,25.1,7.3 (Good)
Field-D,2025-12-02 22:31,917,20.1,6.8,24.3,29.6,8.7 (Excellent)
Field-A,2025-11-28 22:58,596,5.2,6.4,23.1,46.3,4.7 (Fair)
Field-C,2025-12-14 14:35,547,15.9,7.5,28.0,43.2,5.3 (Fair)
Field-D,2025-12-11 11:10,825,2.2,6.6,19.6,43.4,4.8 (Fair)
Field-B,2025-12-01 15:18,1133,9.0,6.9,21.0,29.9,8.1 (Good)
Field-G,2025-12-16 23:37,800,8.1,7.7,26.1,44.4,4.6 (Fair)
Field-F,2025-12-12 22:21,727,14.4,6.7,25.8,33.2,6.9 (Good)
Field-I,2025-11-23 11:29,513,12.4,5.7,22.8,27.5,4.1 (Poor)
Field-G,2025-12-07 02:28,438,19.4,6.1,25.1,37.9,6.0 (Fair)
Field-D,2025-12-17 05:03,769,11.9,7.8,20.8,47.5,5.5 (Fair)
Field-H,2025-11-23 20:04,897,7.7,4.9,26.7,44.7,4.8 (Fair)
Field-F,2025-12-09 02:07,1096,9.6,7.7,22.8,31.4,6.8 (Good)
Field-G,2025-12-15 01:01,498,27.5,4.9,23.0,51.1,7.2 (Good)
Field-E,2025-11-26 21:47,812,15.5,5.0,24.9,48.7,6.1 (Fair)
Field-B,2025-12-09 11:37,596,2.2,7.7,20.9,34.0,2.6 (Very Poor)
Field-A,2025-12-08 08:50,1095,15.1,6.1,18.2,49.5,8.5 (Good)
Field-C,2025-12-04 12:45,632,24.5,5.8,23.7,29.8,6.7 (Good)
Field-C,2025-12-10 01:30,513,13.2,5.0,22.0,32.4,4.4 (Poor)
Field-B,2025-11-25 01:24,954,13.8,7.3,25.4,32.6,6.7 (Good)
Field-G,2025-12-18 04:33,473,8.7,6.0,22.8,35.2,4.4 (Poor)
Field-A,2025-12-03 14:52,803,26.0,6.4,24.4,40.2,9.3 (Excellent)
Field-H,2025-11-24 22:34,902,25.2,6.0,24.3,47.4,9.9 (Excellent)
Field-C,2025-12-12 03:58,533,17.2,6.4,27.4,39.5,6.0 (Fair)
Field-A,2025-12-18 04:04,448,16.3,6.7,19.9,36.5,5.6 (Fair)
Field-H,2025-12-07 20:02,1148,10.5,7.0,27.0,49.4,7.8 (Good)
Field-A,2025-12-17 17:21,978,13.4,5.3,21.1,26.6,7.0 (Good)
Field-G,2025-11-26 06:56,1133,19.1,6.7,21.5,50.9,9.4 (Excellent)
Field-J,2025-12-15 18:15,540,27.3,5.9,21.9,29.1,7.2 (Good)
Field-C,2025-11-26 08:17,767,27.9,7.1,19.3,46.7,9.7 (Excellent)
Field-B,2025-11-22 07:03,390,9.3,6.2,27.9,35.9,4.3 (Poor)
Field-A,2025-12-04 08:10,958,26.1,6.8,18.3,30.1,9.8 (Excellent)
Field-H,2025-11-29 09:58,913,12.6,4.8,23.8,35.6,6.0 (Fair)
Field-B,2025-12-12 16:37,379,22.1,6.4,27.0,46.5,6.1 (Fair)
Field-B,2025-11-22 20:55,677,9.2,6.5,25.1,28.3,5.8 (Fair)
Field-C,2025-12-09 21:02,598,20.5,4.8,18.8,35.9,5.8 (Fair)
Field-J,2025-12-08 15:27,663,22.9,7.4,27.1,39.3,7.2 (Good)
Field-B,2025-12-10 12:36,955,26.8,6.6,20.6,42.8,9.9 (Excellent)
Field-C,2025-11-22 19:16,681,8.2,5.2,21.5,30.1,3.7 (Poor)
Field-G,2025-12-06 02:01,1050,18.6,7.6,21.2,48.2,8.5 (Good)
Field-J,2025-12-17 04:31,744,22.9,6.6,19.8,34.8,8.8 (Excellent)
Field-B,2025-11-21 20:40,1036,25.2,6.6,26.3,40.8,9.9 (Excellent)
Field-E,2025-12-09 20:15,1089,12.9,5.8,24.3,26.5,6.9 (Good)
Field-D,2025-11-28 01:54,998,18.2,6.5,24.6,45.8,9.2 (Excellent)
Field-D,2025-12-01 06:00,661,14.5,4.9,22.5,36.0,4.7 (Fair)
Field-D,2025-12-18 15:28,384,12.1,6.9,27.8,34.8,4.0 (Poor)
Field-I,2025-12-13 09:02,930,3.7,7.8,22.7,51.0,5.0 (Fair)
Field-J,2025-12-08 04:28,472,6.2,7.2,22.2,27.4,3.9 (Poor)
Field-J,2025-12-16 04:05,812,25.2,5.9,27.4,49.9,7.9 (Good)
Field-F,2025-12-13 12:13,834,20.6,6.0,25.4,36.0,8.6 (Excellent)
Field-J,2025-11-25 08:21,890,19.0,7.5,27.7,39.9,7.0 (Good)
Field-I,2025-12-13 04:51,375,13.5,7.3,18.8,38.6,3.4 (Poor)
Field-F,2025-11-21 00:08,511,27.0,7.5,25.4,31.9,6.5 (Fair)
Field-F,2025-12-17 12:00,693,21.6,6.9,20.7,40.3,8.2 (Good)
Field-G,2025-12-06 00:06,835,7.4,5.3,20.7,34.3,5.0 (Fair)
Field-G,2025-12-08 04:53,1123,7.8,7.6,21.0,52.0,6.3 (Fair)
Field-E,2025-12-19 19:33,731,6.0,6.2,27.5,46.5,4.8 (Fair)
Field-J,2025-11-21 00:47,599,13.9,7.2,20.7,33.9,6.1 (Fair)
Field-H,2025-11-25 20:19,789,26.4,7.1,23.2,46.7,9.5 (Excellent)
Field-I,2025-11-26 15:58,880,14.5,5.1,27.9,49.4,6.6 (Good)
Field-D,2025-12-02 05:05,651,21.2,5.5,24.7,36.3,6.2 (Fair)
Field-H,2025-12-06 11:17,451,6.4,4.8,22.3,36.1,2.7 (Very Poor)
Field-J,2025-11-21 11:32,546,3.8,6.8,26.2,48.9,4.1 (Poor)
Field-H,2025-12-17 13:35,604,10.7,6.6,26.5,45.2,5.8 (Fair)
Field-C,2025-11-22 15:22,491,14.8,7.6,19.6,30.4,4.1 (Poor)
Field-B,2025-12-14 23:14,688,13.7,7.0,23.0,30.6,6.4 (Fair)
Field-A,2025-11-21 20:54,964,6.1,7.2,26.5,46.3,6.5 (Fair)
Field-H,2025-11-26 16:33,783,19.2,7.3,24.0,33.3,6.9 (Good)
Field-J,2025-12-17 18:41,657,15.7,5.1,23.2,26.7,5.3 (Fair)
Field-D,2025-12-12 03:46,453,15.7,6.6,24.7,26.9,5.7 (Fair)
Field-H,2025-11-28 11:53,423,15.4,7.0,20.2,37.7,5.1 (Fair)
Field-H,2025-11-30 20:56,551,12.6,5.4,24.1,31.3,4.3 (Poor)
Field-F,2025-12-14 16:59,686,11.2,6.7,21.2,34.7,6.3 (Fair)
Field-H,2025-12-08 07:19,934,22.4,5.8,26.3,39.9,7.9 (Good)
Field-C,2025-11-28 01:18,739,6.7,7.1,24.5,46.4,5.2 (Fair)
Field-F,2025-11-26 10:47,1147,28.0,6.8,20.5,39.9,9.9 (Excellent)
Field-J,2025-11-21 09:49,919,4.7,7.1,25.2,29.9,5.4 (Fair)
Field-F,2025-12-07 19:04,576,16.0,7.3,20.4,42.5,4.6 (Fair)
Field-I,2025-12-13 03:12,862,10.2,7.5,27.5,33.5,5.6 (Fair)
Field-A,2025-11-25 13:09,547,9.7,6.8,25.5,45.9,5.2 (Fair)
Field-A,2025-11-28 08:26,1019,8.3,7.0,20.3,41.9,6.9 (Good)
Field-B,2025-12-05 01:08,1005,24.3,6.8,23.2,29.5,9.9 (Excellent)
Field-D,2025-12-01 22:22,531,11.5,6.3,19.7,46.9,4.7 (Fair)
Field-I,2025-12-18 01:58,1107,20.3,7.3,20.1,33.5,8.6 (Excellent)
Field-H,2025-12-15 04:14,1114,10.4,5.0,23.9,28.4,6.5 (Fair)
Field-D,2025-12-06 20:36,846,5.5,5.2,20.7,25.4,4.6 (Fair)
Field-I,2025-12-19 02:01,830,23.1,5.2,21.9,39.5,8.3 (Good)
Field-F,2025-11-30 20:47,914,18.7,5.9,21.1,32.0,7.4 (Good)
Field-A,2025-12-05 14:35,795,27.2,5.2,20.5,28.1,8.2 (Good)
Field-C,2025-11-29 17:46,493,11.1,4.9,19.8,27.6,3.4 (Poor)
Field-D,2025-12-05 07:06,930,6.9,6.6,27.2,45.1,6.6 (Good)
Field-G,2025-12-17 07:57,573,16.4,5.0,26.8,27.8,5.4 (Fair)
Field-F,2025-12-10 09:11,785,20.2,5.3,23.8,42.4,7.0 (Good)
Field-A,2025-11-30 16:29,654,17.5,5.6,26.3,41.2,5.6 (Fair)
Field-B,2025-11-24 11:55,365,19.6,7.7,27.7,27.9,4.8 (Fair)
Field-I,2025-12-02 19:27,629,10.4,5.0,24.2,30.4,4.1 (Poor)
Field-E,2025-12-03 10:40,402,21.1,7.2,19.6,32.8,6.3 (Fair)
Field-A,2025-12-04 22:33,631,10.1,5.3,21.9,47.6,4.3 (Poor)
Field-F,2025-12-15 12:01,656,18.7,5.9,27.0,25.9,5.7 (Fair)
Field-J,2025-12-11 11:47,639,25.3,6.4,25.0,46.9,8.4 (Good)
Field-D,2025-12-13 11:42,921,23.8,6.2,27.6,37.8,9.9 (Excellent)
Field-H,2025-12-20 03:30,524,19.9,4.8,25.2,33.7,5.1 (Fair)
Field-G,2025-12-02 20:52,664,26.1,7.4,21.3,26.0,7.2 (Good)
Field-D,2025-12-05 11:16,612,18.2,5.5,23.2,35.8,5.2 (Fair)
Field-A,2025-12-03 16:07,383,19.7,6.9,22.0,39.6,6.5 (Fair)
Field-C,2025-12-09 04:25,862,22.6,5.2,23.7,28.3,7.6 (Good)
Field-J,2025-12-02 10:16,1088,10.9,4.9,22.4,47.5,6.7 (Good)
Field-J,2025-12-16 14:57,423,2.3,7.4,23.4,35.7,1.6 (Very Poor)
Field-I,2025-12-04 20:53,492,14.0,6.5,24.3,41.5,5.5 (Fair)
Field-I,2025-11-27 08:36,1021,15.1,7.3,23.8,33.8,7.3 (Good)
Field-I,2025-11-26 02:23,742,22.4,6.9,19.9,34.3,8.0 (Good)
Field-H,2025-12-08 09:47,1015,8.1,7.1,27.6,31.1,7.4 (Good)
Field-E,2025-11-28 09:24,673,28.0,6.2,21.3,37.3,8.9 (Excellent)
Field-G,2025-11-29 02:07,690,8.9,6.8,19.3,50.1,5.1 (Fair)
Field-A,2025-11-23 06:32,900,20.9,6.0,26.7,28.5,9.4 (Excellent)
Field-B,2025-12-16 17:30,841,12.5,6.2,20.3,44.5,7.5 (Good)
Field-E,2025-12-04 18:39,864,11.9,5.1,22.9,36.1,6.2 (Fair)
Field-C,2025-12-04 17:21,926,19.6,5.0,21.0,33.8,7.2 (Good)
Field-A,2025-12-14 21:37,806,6.9,7.2,27.6,36.3,6.0 (Fair)
Field-F,2025-12-19 19:01,919,22.1,7.6,21.8,28.3,8.5 (Good)
Field-E,2025-12-15 21:00,539,8.2,6.2,23.1,39.1,4.3 (Poor)
Field-H,2025-12-19 20:15,1035,24.2,5.9,23.1,36.0,9.7 (Excellent)
Field-F,2025-12-15 16:43,966,25.2,7.1,20.5,50.2,9.9 (Excellent)
Field-J,2025-11-25 13:33,391,8.1,5.6,21.7,40.8,2.8 (Very Poor)
Field-C,2025-12-19 21:02,446,6.1,5.7,23.0,37.1,2.4 (Very Poor)
Field-J,2025-12-05 13:10,964,11.3,7.8,27.6,47.6,6.5 (Fair)
Field-E,2025-12-05 00:28,1125,18.9,6.1,26.2,46.6,9.9 (Excellent)
Field-F,2025-12-15 02:31,487,19.1,5.9,20.0,40.4,5.1 (Fair)
Field-D,2025-12-08 12:36,710,8.8,6.4,26.9,49.3,5.1 (Fair)
Field-D,2025-11-29 10:49,675,2.9,7.3,21.5,30.4,3.3 (Poor)
Field-B,2025-12-07 07:50,779,11.3,4.9,23.9,29.3,4.8 (Fair)
Field-D,2025-12-10 23:11,610,21.3,6.9,26.5,47.4,7.7 (Good)
Field-D,2025-12-08 03:12,358,11.1,7.5,27.5,42.7,3.3 (Poor)
Field-H,2025-12-17 10:26,1048,5.0,4.9,20.1,41.5,5.0 (Fair)
Field-D,2025-12-01 05:35,1129,22.1,7.5,26.6,28.6,9.6 (Excellent)
Field-C,2025-11-29 23:32,1028,19.4,5.6,26.4,50.8,8.0 (Good)
Field-I,2025-11-21 07:57,570,22.8,5.6,26.8,33.2,6.6 (Good)
Field-D,2025-12-17 08:31,936,11.3,6.9,25.4,27.0,7.7 (Good)
Field-E,2025-12-06 14:21,1115,6.1,7.2,27.3,30.2,7.5 (Good)
Field-E,2025-12-07 00:13,683,19.1,6.1,26.5,30.0,7.2 (Good)
Field-E,2025-12-14 20:53,1089,12.5,5.3,21.4,47.8,7.4 (Good)
Field-B,2025-12-18 22:37,679,5.4,7.6,24.0,43.5,3.5 (Poor)
Field-D,2025-11-20 22:58,1117,3.0,6.5,20.0,48.3,6.4 (Fair)
Field-E,2025-12-19 05:50,688,9.0,7.5,20.6,47.4,4.4 (Poor)
Field-J,2025-11-30 06:27,987,13.1,6.6,26.4,41.9,8.2 (Good)
Field-C,2025-12-07 22:23,536,9.2,7.3,26.1,34.1,3.6 (Poor)
Field-E,2025-11-20 22:27,712,13.7,6.7,20.3,25.5,6.3 (Fair)
Field-F,2025-11-21 04:59,536,26.8,5.3,24.9,49.3,7.4 (Good)
Field-A,2025-12-18 06:03,924,18.1,5.0,21.6,40.3,7.0 (Good)
Field-A,2025-12-06 06:26,448,23.5,6.5,23.0,29.2,7.2 (Good)
Field-A,2025-11-21 10:08,738,4.6,7.4,20.8,39.9,3.4 (Poor)
Field-B,2025-12-14 14:39,649,12.1,6.2,27.7,33.7,5.5 (Fair)
Field-D,2025-12-19 23:25,1036,18.5,5.1,25.1,51.7,8.3 (Good)
Field-D,2025-11-24 12:03,1131,4.0,5.8,19.4,34.0,5.4 (Fair)
Field-C,2025-11-26 23:09,570,6.3,6.2,24.4,41.7,4.0 (Poor)
Field-F,2025-11-28 07:25,612,5.2,6.0,19.3,34.2,3.9 (Poor)
Field-I,2025-11-28 15:42,479,7.6,5.7,21.9,47.6,3.0 (Very Poor)
Field-J,2025-11-20 15:19,1015,4.5,5.6,19.6,30.0,4.7 (Fair)
Field-C,2025-12-05 04:41,553,19.5,5.8,25.2,36.7,5.6 (Fair)
Field-F,2025-11-29 20:12,637,25.0,6.7,18.6,47.5,8.4 (Good)
Field-E,2025-12-06 11:15,521,11.6,5.6,25.2,28.1,4.0 (Poor)
Field-J,2025-12-19 12:54,377,17.3,7.3,19.2,34.1,4.3 (Poor)
Field-J,2025-12-17 18:38,359,24.4,5.2,26.2,37.3,5.7 (Fair)
Field-G,2025-12-13 11:23,617,22.4,6.3,26.9,44.4,7.3 (Good)
Field-G,2025-12-18 11:41,1062,2.7,4.9,25.8,41.4,4.6 (Fair)
Field-H,2025-12-19 12:26,1108,21.2,6.6,22.1,45.6,9.7 (Excellent)
Field-B,2025-11-28 05:57,823,18.3,6.9,27.6,46.6,7.8 (Good)
Field-C,2025-12-03 09:37,518,26.8,7.8,18.7,40.1,7.4 (Good)
Field-C,2025-11-26 22:55,996,10.8,5.4,27.2,25.3,6.7 (Good)
Field-E,2025-12-06 10:19,725,23.3,6.8,26.3,36.8,8.3 (Good)
Field-I,2025-12-16 08:27,769,18.9,6.0,26.6,29.2,8.3 (Good)
Field-F,2025-12-03 22:41,442,6.0,5.9,20.2,35.9,2.7 (Very Poor)
Field-G,2025-12-17 05:57,863,8.9,5.5,25.2,34.7,5.4 (Fair)
Field-E,2025-12-06 05:21,909,20.6,5.3,26.8,26.8,8.2 (Good)
Field-F,2025-12-04 22:14,1001,4.0,6.5,22.3,40.9,6.1 (Fair)
Field-J,2025-11-29 04:29,595,24.3,5.4,24.1,49.0,6.5 (Fair)
Field-A,2025-11-25 11:11,731,8.2,6.8,20.8,48.2,5.5 (Fair)
Field-D,2025-11-23 23:31,1045,4.0,7.7,24.9,43.2,4.9 (Fair)
Field-F,2025-12-01 03:01,950,11.4,7.1,22.0,50.7,7.4 (Good)
Field-I,2025-12-09 22:33,1119,6.4,7.7,22.0,46.5,6.5 (Fair)
Field-E,2025-12-07 12:16,998,10.9,5.6,23.5,51.5,6.4 (Fair)
Field-B,2025-12-08 04:39,593,3.4,7.4,23.8,41.8,2.9 (Very Poor)
Field-E,2025-12-16 13:59,895,5.1,7.5,25.4,49.6,4.6 (Fair)
Field-F,2025-12-19 16:36,630,3.1,5.7,19.5,36.6,3.3 (Poor)
Field-F,2025-11-26 20:30,1007,5.2,6.9,28.0,50.8,6.6 (Good)
Field-C,2025-12-13 02:13,757,5.0,6.0,21.2,45.9,5.1 (Fair)
Field-B,2025-12-20 03:47,525,13.6,6.3,27.4,35.9,5.5 (Fair)
Field-E,2025-12-09 07:12,883,16.0,6.3,24.0,27.6,8.4 (Good)
Field-I,2025-11-20 14:10,951,23.6,7.0,20.4,44.1,9.9 (Excellent)
Field-F,2025-12-07 13:23,1084,11.9,5.7,19.7,39.5,6.7 (Good)
Field-F,2025-11-21 03:19,769,15.3,5.0,23.5,30.0,5.9 (Fair)
Field-C,2025-12-10 06:58,369,28.0,6.9,22.0,46.9,7.1 (Good)
Field-A,2025-12-09 15:03,836,22.5,7.1,20.3,41.4,9.2 (Excellent)
Field-B,2025-12-04 15:29,1018,4.4,6.3,25.8,48.5,6.8 (Good)
Field-J,2025-11-30 20:24,503,8.2,7.4,19.1,45.4,3.4 (Poor)
Field-A,2025-12-13 14:04,939,4.7,7.6,25.6,42.3,4.9 (Fair)
Field-C,2025-12-07 22:36,587,23.9,5.7,26.1,31.2,6.8 (Good)
Field-E,2025-12-02 01:28,1075,24.6,6.9,22.1,38.7,9.9 (Excellent)
Field-A,2025-12-05 09:30,715,15.0,6.6,24.3,26.9,6.8 (Good)
Field-H,2025-12-04 21:43,852,17.1,7.6,21.6,35.1,6.9 (Good)
Field-I,2025-12-08 02:53,955,19.0,5.5,20.9,40.1,8.1 (Good)
Field-A,2025-11-30 23:24,764,2.9,5.6,20.2,42.6,3.3 (Poor)
Field-E,2025-11-24 13:29,1137,18.8,7.1,28.0,35.3,9.4 (Excellent)
Field-F,2025-12-15 05:16,538,16.9,7.6,24.3,45.0,5.4 (Fair)
Field-H,2025-12-14 05:31,708,7.3,7.4,26.3,43.0,4.4 (Poor)
Field-J,2025-12-02 08:55,396,20.2,7.2,21.7,29.8,6.5 (Fair)
Field-B,2025-11-22 03:13,355,25.2,5.1,25.3,48.7,5.9 (Fair)
Field-H,2025-12-07 01:47,887,2.1,5.2,26.1,43.1,4.2 (Poor)
Field-I,2025-12-15 21:29,647,24.0,4.9,18.3,37.7,7.4 (Good)
Field-F,2025-12-17 20:33,648,14.6,5.7,25.9,41.5,4.7 (Fair)
Field-E,2025-12-17 03:52,929,18.9,5.9,27.9,44.1,7.9 (Good)
Field-C,2025-11-24 18:47,1141,13.8,7.1,22.2,35.7,9.1 (Excellent)
Field-I,2025-12-01 18:55,1003,11.0,5.0,22.1,42.0,6.8 (Good)
Field-J,2025-11-22 17:18,864,22.6,5.7,19.5,35.9,8.0 (Good)
Field-C,2025-12-11 13:59,906,8.1,6.1,23.7,32.9,6.3 (Fair)
Field-J,2025-12-04 21:40,556,3.1,5.7,21.9,31.0,2.5 (Very Poor)
Field-E,2025-11-27 03:01,436,6.4,7.1,18.8,37.1,3.2 (Poor)
Field-A,2025-12-03 17:18,589,13.0,5.3,25.0,31.8,4.5 (Poor)
Field-F,2025-11-30 20:32,515,20.7,5.6,22.2,31.5,5.6 (Fair)
Field-G,2025-12-05 11:06,800,10.9,6.0,20.9,28.4,6.2 (Fair)
Field-B,2025-12-03 11:45,577,23.1,7.7,26.5,31.2,6.7 (Good)
Field-E,2025-12-01 14:43,822,6.9,7.1,24.8,46.2,5.7 (Fair)
Field-A,2025-11-24 06:41,635,27.7,7.0,21.8,35.4,8.9 (Excellent)
Field-F,2025-11-27 01:55,838,17.3,6.5,18.5,41.0,8.0 (Good)
Field-I,2025-11-30 16:32,943,14.2,5.4,19.3,36.1,7.0 (Good)
Field-I,2025-12-20 04:29,555,23.0,5.2,18.4,34.2,6.0 (Fair)
Field-D,2025-11-20 21:57,725,26.9,7.3,18.8,50.8,7.8 (Good)
Field-J,2025-12-02 23:55,390,22.4,5.1,27.2,28.5,5.6 (Fair)
Field-E,2025-12-09 23:19,517,10.7,6.2,27.7,45.4,5.3 (Fair)
Field-F,2025-12-06 13:19,911,26.0,6.3,22.3,32.6,9.9 (Excellent)
Field-B,2025-12-14 14:50,547,7.5,5.1,22.2,39.4,3.3 (Poor)
Field-B,2025-11-26 07:08,942,18.7,7.5,20.5,44.7,7.1 (Good)
Field-B,2025-11-25 19:06,514,18.9,7.5,27.2,46.7,5.4 (Fair)
Field-A,2025-11-25 08:26,842,9.8,6.0,23.4,50.9,6.6 (Good)
Field-A,2025-12-11 01:28,860,24.7,6.3,24.9,26.3,9.2 (Excellent)
Field-F,2025-12-19 01:08,449,17.9,6.3,26.2,47.2,6.0 (Fair)
Field-F,2025-12-07 19:14,1135,27.5,5.7,21.0,32.8,9.9 (Excellent)
Field-B,2025-12-06 18:36,370,27.1,5.6,18.3,51.1,6.5 (Fair)
Field-A,2025-12-02 04:46,427,22.0,5.1,26.5,28.7,5.6 (Fair)
Field-G,2025-12-03 18:52,677,21.6,7.7,22.3,41.2,6.5 (Fair)
Field-H,2025-12-02 16:54,924,24.7,6.2,27.6,28.7,9.9 (Excellent)
Field-A,2025-12-08 18:26,1089,24.6,6.8,25.8,26.9,9.9 (Excellent)
Field-D,2025-12-16 05:11,1005,20.3,5.3,24.1,48.6,8.3 (Good)
Field-B,2025-12-03 07:46,697,6.6,6.4,27.2,43.8,5.2 (Fair)
Field-F,2025-12-11 18:15,1113,7.0,7.5,22.7,25.3,6.3 (Fair)
Field-H,2025-12-09 20:42,532,10.8,5.5,20.9,48.0,3.8 (Poor)
Field-F,2025-12-13 02:11,803,15.2,5.8,22.6,38.9,6.2 (Fair)
Field-C,2025-11-27 10:53,430,8.6,4.9,22.1,48.3,2.5 (Very Poor)
Field-B,2025-12-14 10:08,951,18.2,7.1,25.2,34.3,8.6 (Excellent)
Field-A,2025-12-13 00:18,1061,16.9,7.5,25.5,51.6,8.2 (Good)
Field-G,2025-12-03 23:47,500,12.4,5.2,26.7,33.1,4.0 (Poor)
Field-G,2025-12-19 16:23,944,7.7,6.6,18.9,31.2,6.3 (Fair)
Field-A,2025-12-19 04:42,898,15.2,7.1,27.4,31.5,8.2 (Good)
Field-I,2025-11-24 20:34,820,23.9,7.8,25.9,28.2,8.4 (Good)
Field-E,2025-11-21 19:23,489,13.8,6.8,21.7,50.9,4.9 (Fair)
Field-G,2025-12-13 08:47,888,10.4,6.2,22.4,36.0,6.7 (Good)
Field-C,2025-11-21 06:10,492,20.3,6.5,20.6,29.1,6.7 (Good)
Field-E,2025-12-17 11:56,1060,4.1,6.0,24.5,31.7,6.1 (Fair)
Field-H,2025-12-04 10:07,1126,5.5,5.6,22.4,31.8,5.9 (Fair)
Field-C,2025-12-14 00:16,513,26.3,6.5,18.2,28.1,8.5 (Good)
Field-C,2025-12-01 01:12,1041,25.8,7.2,22.1,49.6,9.9 (Excellent)
Field-E,2025-12-02 17:26,855,23.8,6.6,23.2,26.9,9.1 (Excellent)
Field-B,2025-12-12 14:44,548,8.3,7.6,19.9,38.8,3.6 (Poor)
Field-F,2025-12-04 10:38,634,10.6,7.0,25.9,31.7,5.5 (Fair)
Field-E,2025-12-02 04:53,996,22.8,6.2,18.4,50.3,9.9 (Excellent)
Field-I,2025-11-22 19:01,789,7.5,5.4,24.9,42.6,4.8 (Fair)
Field-J,2025-11-27 03:52,407,7.6,6.0,23.1,45.0,4.1 (Poor)
Field-J,2025-11-23 23:48,795,22.6,7.6,22.9,32.6,7.8 (Good)
Field-I,2025-11-22 20:59,562,5.5,6.6,25.7,29.9,3.7 (Poor)
Field-C,2025-12-03 21:44,542,13.9,5.7,26.9,39.5,4.4 (Poor)
Field-J,2025-12-04 13:15,560,25.6,7.7,24.7,51.4,6.8 (Good)
Field-H,2025-12-06 04:59,1120,20.8,5.2,18.7,40.5,8.6 (Excellent)
Field-F,2025-12-08 07:46,612,12.0,7.0,18.3,35.2,5.9 (Fair)
Field-E,2025-12-16 04:37,1150,27.1,7.8,26.2,32.6,9.9 (Excellent)
Field-B,2025-11-26 13:27,842,12.5,7.3,26.8,33.1,5.8 (Fair)
Field-J,2025-11-27 04:06,905,19.5,7.5,20.9,36.8,7.4 (Good)
Field-I,2025-12-13 20:54,1133,13.4,5.4,27.9,38.6,7.6 (Good)
Field-A,2025-12-08 03:38,511,8.7,6.0,25.0,45.2,4.8 (Fair)
Field-C,2025-11-24 06:49,505,16.6,6.7,26.6,39.9,6.0 (Fair)
Field-H,2025-11-24 09:27,1041,14.1,5.3,21.8,41.6,7.6 (Good)
Field-C,2025-12-06 03:19,1047,18.8,7.8,18.0,47.1,8.3 (Good)
Field-H,2025-12-03 22:04,1113,16.7,6.4,19.5,50.6,9.1 (Excellent)
